size:32,30;
redTexture:
0,0,0,0,0,0,0,48,94,94,179,179,179,145,145,145,145,179,145,71,71,48,94,71,145,145,145,179,71,0,0,0,
0,0,0,0,71,71,71,48,48,94,145,145,179,179,179,179,179,179,145,94,94,94,94,145,145,145,145,179,71,0,0,0,
0,0,0,71,145,145,179,179,145,48,94,94,145,145,179,179,179,145,145,71,94,145,145,145,145,145,179,179,48,71,0,0,
0,0,0,71,179,145,145,145,179,179,179,94,94,94,94,94,71,48,71,71,94,179,145,145,179,179,179,145,94,94,48,0,
0,0,0,71,179,145,145,145,145,179,145,94,94,94,94,94,48,48,71,94,94,145,179,179,179,179,145,145,94,94,94,71,
0,0,0,48,145,179,179,145,145,145,145,94,94,94,94,71,48,48,48,71,94,94,94,94,94,71,48,71,94,94,94,48,
0,0,71,94,94,145,179,179,179,145,145,94,145,179,145,145,145,145,145,145,71,94,94,94,94,71,48,48,71,94,94,48,
0,0,48,94,94,94,94,71,48,48,71,94,179,145,145,145,145,145,179,145,145,94,94,94,71,48,48,48,71,71,94,48,
0,0,48,94,94,94,94,71,71,48,71,94,179,145,145,145,145,145,145,179,145,94,94,94,71,145,179,145,145,48,94,48,
0,0,48,179,179,145,145,145,145,48,48,71,179,179,179,179,145,145,179,179,145,94,94,71,145,145,145,179,179,94,94,48,
0,48,179,179,145,145,145,145,179,145,48,71,145,145,179,179,179,179,179,179,145,94,94,179,145,145,145,179,48,71,94,48,
0,48,145,179,179,179,179,179,179,145,71,94,94,94,94,145,145,179,179,145,145,94,94,145,179,179,179,145,48,48,94,48,
0,48,94,94,71,145,179,179,145,145,94,94,94,94,94,94,71,48,48,71,48,94,94,94,94,94,71,48,48,48,71,48,
48,94,94,94,94,71,48,48,48,71,94,94,94,94,94,94,71,48,48,48,71,94,94,94,94,94,71,48,48,48,48,0,
48,94,94,94,94,71,48,48,48,71,94,94,94,94,94,94,71,71,48,48,71,71,94,94,94,94,94,48,48,48,48,0,
48,94,94,94,71,71,48,48,71,71,94,94,94,94,94,94,94,71,48,48,48,71,71,94,94,94,94,71,48,48,48,0,
48,94,94,94,71,48,48,48,71,94,94,94,94,94,94,94,94,71,48,48,48,48,71,94,94,94,71,48,48,48,0,0,
0,48,48,48,48,48,48,48,48,94,94,94,94,94,94,94,94,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,
0,0,0,0,0,0,0,0,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0,0,0,0,0,
alphaTexture:
0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,
0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,
0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,
0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,
0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,
0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,
0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,
0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,
0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,
